"month","probs"
0,0
1,0.216716627105858
2,0.865228868683035
3,0.29655841641096
4,0.36524829475428
5,0.951700095732987
6,0.65074679526783
7,0.497419749462679
8,0.614562497324823
9,0.649434386924382
10,0.708966465126453
11,0.874837744283268
12,0.621510202057742
13,0.325483906785922
14,0.828131722357981
15,0.762886777223657
16,0.942019863440581
17,0.415956893893074
18,0.53856639755957
19,0.803588417713945
20,0.769007207854103
21,0.682487074332738
22,0.854426374495113
23,0.957331592539552
