rhs,Estimate,Std. Error,t value,Pr(>|t|)
(Intercept),-17.268207973885534,1.3179245043707875,-13.102577512305867,3.002903954458397e-9
"age_grp(18,20]",13.956622232162442,0.7245401340985433,19.26273173193775,8.54416293439643e-66
"age_grp(20,25]",14.630422639304848,0.4305806159146365,33.97835875223273,2.017310823662031e-146
"age_grp(25,35]",16.709537591099167,1.2294263182740248,13.591329014785908,1.862494374761518e-9
"age_grp(35,50]",-0.02666092715947721,1.455213793469015,-0.018320969248045327,0.9856413445886313
prior_userTRUE,-0.07903045145108856,1.006794429340889,-0.07849710839463708,0.9385435561091484
"age_grp(18,20]:prior_userTRUE",3.547908779265483,1.513074444543448,2.3448342492731884,0.019334560846589077
"age_grp(20,25]:prior_userTRUE",-0.017203215057497334,1.31199506273335,-0.013112255942226602,0.9895422443140717
"age_grp(25,35]:prior_userTRUE",1.805363451819648,1.0059026019375443,1.794769641058888,0.07315349166226189
"age_grp(35,50]:prior_userTRUE",-0.00897473782080264,1.3516329239896538,-0.0066399224682332,0.9947041783615418
