rhs,Estimate,Std. Error,t value,Pr(>|t|)
(Intercept),-5.179988743030773,1.381182662276015,-3.7504009313980267,2.3027643909346112e-4
"ns(age, knots = c(25, 40))1",0.02086112887321554,1.822865733926719,0.01144413901965101,0.990880336442391
"ns(age, knots = c(25, 40))2",7.150506364536555,4.215800140699695,1.6961208135805477,0.09139595038763533
"ns(age, knots = c(25, 40))3",2.971350310470787,2.0108264279067702,1.4776761779304357,0.14104426560746233
prior_userTRUE,250.1271160433299,16.892925796355165,14.806618998900568,4.027461025453922e-34
edu.levelPrimary,1.2896190311579794,0.9950299262102901,1.29606054771606,0.1964262103592174
edu.levelSecondary,1.8364242513709466,0.9392471669157035,1.9552087204067805,0.05193103571095198
parity,-0.05549314238666423,0.12462017639712088,-0.4452982172792551,0.656578740156518
urban,0.27346534879993945,1.4699830890600984,0.18603298965486204,0.8526046538098855
wealthquintile,-0.5787127770039984,0.5042943912723288,-1.1475693305727888,0.25249702473857155
"ns(age, knots = c(25, 40))1:prior_userTRUE",2162.501556088178,137.5591364474221,15.720522910630004,5.925285559024983e-37
"ns(age, knots = c(25, 40))2:prior_userTRUE",-4956.4480624434345,316.4419620112207,-15.663055654634336,8.920443983729654e-37
"ns(age, knots = c(25, 40))3:prior_userTRUE",-1525.0694600892905,98.17752249346468,-15.533794511781542,2.2401472137895e-36
