parity,country,mcpr_percent
0.0,CI8,29.22331230917539
1.0,CI8,16.60127656118301
2.0,CI8,13.670218755841013
3.0,CI8,11.641714803319084
4.0,CI8,9.666369237802568
5.0,CI8,7.194585421166721
6.0,CI8,4.924764776489775
7.0,CI8,7.077758135022437
