,t,pop_size_months,pregnancies,births,deaths,stillbirths,miscarriages,abortions,total_births,maternal_deaths,infant_deaths,cum_maternal_deaths,cum_infant_deaths,on_methods_mcpr,no_methods_mcpr,on_methods_cpr,no_methods_cpr,on_methods_acpr,no_methods_acpr,mcpr,cpr,acpr,pp0to5,pp6to11,pp12to23,nonpostpartum,total_women_fecund,unintended_pregs,total_births_10-14,total_births_15-19,total_births_20-24,total_births_25-29,total_births_30-34,total_births_35-39,total_births_40-44,total_births_45-49,total_women_10-14,total_women_15-19,total_women_20-24,total_women_25-29,total_women_30-34,total_women_35-39,total_women_40-44,total_women_45-49
242,2032.1666666666667,1389.0,6.0,6.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,80.0,244.0,82.0,244.0,45.0,81.0,0.24691358024691357,0.25153374233128833,0.35714285714285715,7.669616519174041,5.899705014749262,10.619469026548673,75.81120943952803,339.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,81.0,77.0,65.0,60.0,34.0,38.0,28.0,24.0
243,2032.25,1391.0,4.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,83.0,243.0,85.0,243.0,51.0,80.0,0.254601226993865,0.25914634146341464,0.3893129770992366,6.744868035190615,6.158357771260997,10.557184750733137,76.53958944281524,341.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,64.0,60.0,34.0,38.0,29.0,24.0
244,2032.3333333333333,1393.0,6.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,83.0,244.0,85.0,244.0,58.0,79.0,0.25382262996941896,0.25835866261398177,0.4233576642335766,6.432748538011696,5.555555555555555,10.818713450292398,77.19298245614034,342.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,79.0,80.0,64.0,59.0,35.0,38.0,28.0,25.0
245,2032.4166666666667,1398.0,6.0,5.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,84.0,243.0,86.0,243.0,58.0,76.0,0.25688073394495414,0.2613981762917933,0.43283582089552236,6.725146198830409,5.847953216374268,9.35672514619883,78.0701754385965,342.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,79.0,81.0,60.0,61.0,37.0,37.0,28.0,25.0
246,2032.5,1401.0,5.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,84.0,247.0,86.0,247.0,58.0,71.0,0.2537764350453172,0.25825825825825827,0.4496124031007752,6.358381502890173,5.780346820809249,9.248554913294797,78.61271676300578,346.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,78.0,86.0,60.0,61.0,35.0,38.0,29.0,24.0
247,2032.5833333333333,1407.0,5.0,7.0,1.0,1.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,82.0,250.0,84.0,250.0,55.0,75.0,0.2469879518072289,0.25149700598802394,0.4230769230769231,7.204610951008646,5.763688760806916,9.798270893371757,77.23342939481267,347.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,80.0,87.0,59.0,60.0,35.0,39.0,30.0,24.0
248,2032.6666666666667,1411.0,5.0,5.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,81.0,254.0,83.0,254.0,52.0,73.0,0.2417910447761194,0.24629080118694363,0.416,7.142857142857142,6.857142857142858,8.857142857142856,77.14285714285715,350.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,80.0,90.0,58.0,60.0,36.0,38.0,30.0,25.0
249,2032.75,1414.0,4.0,4.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,81.0,256.0,83.0,256.0,53.0,79.0,0.2403560830860534,0.2448377581120944,0.4015151515151515,7.0821529745042495,6.232294617563739,9.06515580736544,77.62039660056658,353.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,79.0,92.0,58.0,58.0,38.0,37.0,31.0,25.0
250,2032.8333333333333,1419.0,2.0,6.0,1.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,84.0,255.0,86.0,255.0,60.0,82.0,0.24778761061946902,0.25219941348973607,0.4225352112676056,8.169014084507042,5.633802816901409,9.859154929577464,76.33802816901408,355.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,79.0,94.0,55.0,61.0,37.0,38.0,31.0,25.0
251,2032.9166666666667,1421.0,5.0,6.0,2.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,86.0,256.0,88.0,256.0,52.0,83.0,0.25146198830409355,0.2558139534883721,0.3851851851851852,8.379888268156424,6.145251396648044,10.335195530726256,75.13966480446928,358.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,76.0,94.0,58.0,61.0,36.0,39.0,31.0,25.0
252,2033.0,1423.0,5.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,85.0,256.0,87.0,256.0,54.0,79.0,0.24926686217008798,0.2536443148688047,0.40601503759398494,8.659217877094973,5.58659217877095,10.614525139664805,75.13966480446928,358.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,78.0,92.0,57.0,62.0,36.0,40.0,30.0,26.0
253,2033.0833333333333,1427.0,4.0,4.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,86.0,255.0,88.0,255.0,65.0,87.0,0.25219941348973607,0.2565597667638484,0.4276315789473684,7.82122905027933,6.145251396648044,10.614525139664805,75.41899441340783,358.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,79.0,91.0,58.0,62.0,35.0,40.0,31.0,26.0
254,2033.1666666666667,1430.0,10.0,3.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,86.0,255.0,87.0,255.0,54.0,91.0,0.25219941348973607,0.2543859649122807,0.3724137931034483,7.282913165266107,6.162464985994398,11.204481792717088,75.35014005602241,357.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,79.0,88.0,61.0,61.0,35.0,40.0,32.0,25.0
255,2033.25,1433.0,2.0,5.0,2.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,87.0,255.0,88.0,255.0,62.0,79.0,0.2543859649122807,0.2565597667638484,0.4397163120567376,7.5418994413407825,6.424581005586592,10.335195530726256,75.69832402234637,358.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,79.0,89.0,61.0,59.0,37.0,39.0,31.0,27.0
256,2033.3333333333333,1435.0,6.0,4.0,2.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,88.0,255.0,89.0,255.0,58.0,87.0,0.2565597667638484,0.25872093023255816,0.4,6.963788300835655,7.520891364902507,9.192200557103064,76.32311977715878,359.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,80.0,85.0,66.0,58.0,38.0,39.0,30.0,28.0
257,2033.4166666666667,1439.0,11.0,4.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,91.0,250.0,92.0,250.0,57.0,76.0,0.2668621700879765,0.26900584795321636,0.42857142857142855,6.442577030812324,7.8431372549019605,9.803921568627452,75.91036414565826,357.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,82.0,84.0,67.0,57.0,39.0,39.0,30.0,26.0
258,2033.5,1443.0,6.0,4.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,87.0,253.0,88.0,253.0,58.0,81.0,0.25588235294117645,0.25806451612903225,0.4172661870503597,6.741573033707865,7.584269662921349,8.98876404494382,76.68539325842697,356.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,82.0,82.0,69.0,55.0,40.0,39.0,31.0,25.0
259,2033.5833333333333,1445.0,3.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,85.0,254.0,86.0,254.0,53.0,83.0,0.25073746312684364,0.2529411764705882,0.3897058823529412,6.197183098591549,7.323943661971831,9.014084507042254,77.46478873239437,355.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,82.0,81.0,69.0,55.0,41.0,39.0,31.0,24.0
260,2033.6666666666667,1449.0,2.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,85.0,256.0,86.0,256.0,48.0,80.0,0.24926686217008798,0.25146198830409355,0.375,6.162464985994398,7.002801120448179,9.803921568627452,77.03081232492998,357.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,80.0,83.0,67.0,56.0,42.0,37.0,33.0,24.0
261,2033.75,1450.0,5.0,3.0,2.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,84.0,259.0,85.0,259.0,54.0,77.0,0.24489795918367346,0.24709302325581395,0.4122137404580153,5.571030640668524,7.242339832869081,9.749303621169917,77.43732590529248,359.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,83.0,84.0,68.0,56.0,42.0,36.0,34.0,24.0
262,2033.8333333333333,1453.0,5.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,85.0,259.0,86.0,259.0,58.0,88.0,0.24709302325581395,0.2492753623188406,0.3972602739726027,5.277777777777778,6.944444444444445,9.722222222222223,78.05555555555556,360.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,82.0,84.0,67.0,57.0,43.0,34.0,34.0,26.0
263,2033.9166666666667,1460.0,2.0,7.0,0.0,1.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,84.0,262.0,85.0,262.0,56.0,91.0,0.24277456647398843,0.24495677233429394,0.38095238095238093,6.353591160220995,6.353591160220995,9.94475138121547,77.34806629834254,362.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,83.0,85.0,67.0,57.0,44.0,34.0,33.0,27.0
264,2034.0,1458.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,264.0,83.0,264.0,52.0,88.0,0.23699421965317918,0.23919308357348704,0.37142857142857144,5.21978021978022,6.593406593406594,9.615384615384617,78.57142857142857,364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,85.0,67.0,57.0,45.0,32.0,34.0,27.0
265,2034.0833333333333,1461.0,5.0,5.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,82.0,263.0,83.0,263.0,53.0,92.0,0.23768115942028986,0.2398843930635838,0.36551724137931035,6.0606060606060606,6.0606060606060606,9.917355371900827,77.96143250688705,363.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,85.0,82.0,67.0,58.0,46.0,32.0,35.0,26.0
266,2034.1666666666667,1468.0,12.0,8.0,1.0,1.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,82.0,265.0,83.0,265.0,53.0,83.0,0.23631123919308358,0.23850574712643677,0.3897058823529412,7.671232876712329,6.027397260273973,9.863013698630137,76.43835616438356,365.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,1.0,0.0,87.0,83.0,67.0,58.0,47.0,32.0,35.0,26.0
267,2034.25,1473.0,4.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,83.0,264.0,84.0,264.0,53.0,88.0,0.23919308357348704,0.2413793103448276,0.375886524822695,7.9452054794520555,5.205479452054795,10.41095890410959,76.43835616438356,365.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,90.0,82.0,68.0,58.0,47.0,32.0,35.0,26.0
268,2034.3333333333333,1475.0,6.0,2.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,86.0,261.0,87.0,261.0,58.0,88.0,0.2478386167146974,0.25,0.3972602739726027,7.671232876712329,4.657534246575342,10.684931506849315,76.98630136986301,365.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,90.0,82.0,64.0,62.0,48.0,32.0,35.0,25.0
269,2034.4166666666667,1475.0,8.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,87.0,263.0,88.0,263.0,59.0,88.0,0.24857142857142858,0.25071225071225073,0.4013605442176871,5.706521739130435,5.434782608695652,10.869565217391305,77.98913043478261,368.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,87.0,84.0,64.0,63.0,48.0,31.0,36.0,25.0
270,2034.5,1477.0,7.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,89.0,264.0,90.0,264.0,59.0,87.0,0.2521246458923513,0.2542372881355932,0.4041095890410959,6.46900269541779,4.31266846361186,11.05121293800539,78.16711590296495,371.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,85.0,87.0,64.0,63.0,45.0,33.0,36.0,26.0
271,2034.5833333333333,1481.0,9.0,4.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,90.0,263.0,91.0,263.0,57.0,90.0,0.254957507082153,0.2570621468926554,0.3877551020408163,6.46900269541779,4.8517520215633425,10.781671159029651,77.89757412398922,371.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,86.0,85.0,66.0,62.0,46.0,32.0,38.0,25.0
272,2034.6666666666667,1482.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,91.0,263.0,92.0,263.0,65.0,82.0,0.2570621468926554,0.2591549295774648,0.4421768707482993,4.301075268817205,6.451612903225806,9.67741935483871,79.56989247311827,372.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,85.0,85.0,67.0,61.0,47.0,31.0,39.0,25.0
273,2034.75,1483.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,94.0,259.0,95.0,259.0,56.0,79.0,0.26628895184135976,0.268361581920904,0.4148148148148148,3.234501347708895,7.277628032345014,9.703504043126685,79.78436657681941,371.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,86.0,81.0,69.0,62.0,47.0,30.0,41.0,24.0
274,2034.8333333333333,1489.0,3.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,92.0,262.0,93.0,262.0,59.0,76.0,0.2598870056497175,0.2619718309859155,0.43703703703703706,4.032258064516129,6.451612903225806,9.13978494623656,80.3763440860215,372.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,86.0,80.0,69.0,64.0,46.0,31.0,41.0,24.0
275,2034.9166666666667,1497.0,4.0,8.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,92.0,262.0,93.0,262.0,62.0,88.0,0.2598870056497175,0.2619718309859155,0.41333333333333333,6.182795698924731,5.10752688172043,9.13978494623656,79.56989247311827,372.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,86.0,80.0,67.0,65.0,47.0,30.0,41.0,25.0
276,2035.0,1501.0,6.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,95.0,259.0,96.0,259.0,65.0,85.0,0.268361581920904,0.2704225352112676,0.43333333333333335,6.451612903225806,5.913978494623656,8.60215053763441,79.03225806451613,372.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,90.0,78.0,67.0,67.0,47.0,30.0,41.0,25.0
