"Estimate","Std. Error","t value","Pr(>|t|)","rhs"
-21.8958874720942,0.280148930880771,-78.1580261729178,5.03114785413924e-164,"(Intercept)"
19.2095234334427,1.05463298472183,18.2144155471388,5.07563734608135e-46,"age_grp(18,20]"
0.0749448310523968,0.347045029015213,0.215951316937352,0.829223095252284,"age_grp(20,25]"
0.0435443890496958,0.31968137353048,0.136211842963519,0.891776697599882,"age_grp(25,35]"
0.130045534032211,0.450460354011309,0.288694738336387,0.773083166753602,"age_grp(35,50]"
0.129377531783944,0.875884480372909,0.14771072519616,0.88270453422097,"prior_userTRUE"
-19.400754793991,1.45084431939077,-13.3720444948481,2.44471953296697e-30,"age_grp(18,20]:prior_userTRUE"
18.3583702167362,1.22017852399076,15.0456427938862,8.80647122865987e-36,"age_grp(20,25]:prior_userTRUE"
19.4061114817961,1.15330654262091,16.8264990829717,1.45411568405364e-41,"age_grp(25,35]:prior_userTRUE"
-0.253529638499847,1.05378933998652,-0.240588539738967,0.810095069368501,"age_grp(35,50]:prior_userTRUE"
