,age,probs
0,0.0,0.0
1,5.0,0.0
2,10.0,0.0
3,15.0,15.0
4,20.0,51.2
5,25.0,69.4
6,30.0,69.3
7,35.0,68.6
8,40.0,68.1
9,45.0,59.7
10,50.0,59.7
