parity,country,region,mcpr_percent
0.0,PK7,2,12.6606480398606
1.0,PK7,2,14.15603907731251
2.0,PK7,2,16.704661715943907
3.0,PK7,2,16.882732707187724
4.0,PK7,2,12.730886340988881
5.0,PK7,2,8.606591700645614
6.0,PK7,2,7.188786756981583
7.0,PK7,2,11.069653661079167
