"month","rate"
0,0.671621704963565
1,0.708321524469371
2,0.402176436757542
3,0.324566859922734
4,0.218993321466622
5,0.23550776341889
6,0.189327523997946
7,0.0988033098719903
8,0.072842653806034
9,0.0939099632873443
10,0
11,0
