rhs,Estimate,Std. Error,t value,Pr(>|t|)
(Intercept),-57.99133784521967,33.4020576816242,-1.7361606401010141,0.09004561207068022
"ns(age, knots = c(25, 40))1",33.28750177923452,12.843448812457751,2.591788410208531,0.013169309059526325
"ns(age, knots = c(25, 40))2",104.00083143407458,84.7955258118729,1.2264896106052872,0.2270117735219188
"ns(age, knots = c(25, 40))3",5.975313818455335,29.269558685315268,0.20414772503738465,0.8392480529216084
prior_userTRUE,57.76281185655211,30.47302190180472,1.8955393410829136,0.06508538751821366
edu.levelPrimary,-16.9473816417833,2.1382721839648373,-7.925736381398856,8.397797271682522e-10
edu.levelSecondary,0.14806827934036879,2.0735789965070675,0.07140710799530135,0.9434209437690808
parity,0.14364057968367763,0.28430389329833394,0.5052360627821181,0.6160983334374766
urban,0.8632506804444017,2.1941384821406995,0.3934349119122945,0.6960368309472296
wealthquintile,0.17474265680769482,0.6885305059474119,0.2537907257533208,0.8009256637319434
"ns(age, knots = c(25, 40))1:prior_userTRUE",-16.33375227005889,17.643672266004078,-0.9257569526232275,0.3599896208586586
"ns(age, knots = c(25, 40))2:prior_userTRUE",-139.78646094168812,72.92457827929559,-1.91686348059932,0.06224260492811048
"ns(age, knots = c(25, 40))3:prior_userTRUE",-44.684890639296114,28.910409001157806,-1.5456332920612286,0.12987783091214047
