rhs,Estimate,Std. Error,t value,Pr(>|t|)
(Intercept),-3.7908481604763207,1.0514629154388935,-3.605308475281769,5.405737371715002e-4
"ns(age, knots = c(25, 40))1",1.295198829305382,2.201720227574953,0.5882667620908205,0.5580103908400562
"ns(age, knots = c(25, 40))2",-5.657466783492986,9.37189812029194,-0.6036628557926271,0.5477757068128439
"ns(age, knots = c(25, 40))3",-7.85086038286113,10.91747053025024,-0.7191098305333534,0.474168599405988
prior_userTRUE,4.456930796196821,2.0401868339189635,2.1845699237434895,0.031847651388422084
edu.levelPrimary,0.3073909407530185,0.6202742577081254,0.49557262280851183,0.6215545916995159
edu.levelSecondary,0.3909394204599309,0.559786034526589,0.6983729431380836,0.48696914173065853
parity,0.14123185890196974,0.133441806454202,1.0583779001106473,0.2930684915484836
urban,0.3595033634466074,0.4995494681593513,0.7196551820408092,0.47383452357940814
wealthquintile,0.3616646073080821,0.17033467074975567,2.1232589097460703,0.0368229426506624
"ns(age, knots = c(25, 40))1:prior_userTRUE",3.6812513117594956,4.218847708244398,0.8725726943320706,0.38550748040363325
"ns(age, knots = c(25, 40))2:prior_userTRUE",-15.736300820214579,14.972802845766589,-1.050992321365125,0.2964265395444492
"ns(age, knots = c(25, 40))3:prior_userTRUE",-12.433432438737965,16.001864639049256,-0.7769989760066295,0.4394508782765749
