,age,probs
0,0.0,0.0
1,5.0,0.0
2,10.0,0.0
3,15.0,31.4
4,20.0,55.0
5,25.0,64.4
6,30.0,69.6
7,35.0,65.3
8,40.0,60.7
9,45.0,57.4
10,50.0,57.4
