parity,country,mcpr_percent
0.0,NI6,15.26430830377363
1.0,NI6,10.077879438868916
2.0,NI6,10.903060280350175
3.0,NI6,10.650923951887654
4.0,NI6,10.191059561460458
5.0,NI6,9.68916430975161
6.0,NI6,8.86639541480111
7.0,NI6,24.357208739106447
