rhs,Estimate,Std. Error,t value,Pr(>|t|)
(Intercept),-2.0978563501104,0.3091816922808598,-6.785189429019339,3.947377776774068e-11
"age_grp(18,20]",0.17521179213367358,0.3730751558316877,0.4696420798728289,0.638853905709404
"age_grp(20,25]",0.28324701639268485,0.32196433763784316,0.8797465535182691,0.37949850560128007
"age_grp(25,35]",0.04491073470380031,0.3564940979243817,0.12597890109621568,0.8998087651195015
"age_grp(35,50]",0.26472447589222686,0.400913114779944,0.6603038567035421,0.5094199597622291
prior_userTRUE,1.7097211267198968,1.4372254350857392,1.1895984338865404,0.2348747158982253
"age_grp(18,20]:prior_userTRUE",-14.359167135676087,1.523422773378689,-9.42559569582246,2.8868550252241193e-19
"age_grp(20,25]:prior_userTRUE",-0.26183907277190654,1.4563797737731872,-0.17978763334067333,0.8574057938227018
"age_grp(25,35]:prior_userTRUE",0.0893563892572839,1.4622917829697615,0.061107085670556414,0.9513029241264889
"age_grp(35,50]:prior_userTRUE",-0.528839390964338,1.6186801189230389,-0.32671025286712746,0.7440494079110472
