rhs,Estimate,Std. Error,t value,Pr(>|t|)
(Intercept),-0.7235178116296492,1.3467996402186158,-0.5372126558574117,0.5916841214749349
"ns(age, knots = c(25, 40))1",3.1419636326926876,2.099863307242722,1.4962705533525045,0.13607038018408166
"ns(age, knots = c(25, 40))2",-12.492036515278073,11.021312464021891,-1.133443639862061,0.2583081374912033
"ns(age, knots = c(25, 40))3",-12.016790184257541,12.068468690236195,-0.9957178903715876,0.3205223711340935
prior_userTRUE,-950.6859852796073,78.93203303534585,-12.044362076090058,8.533145819784925e-26
edu.levelPrimary,-0.013244567927558383,1.1178813504869232,-0.011847919210557861,0.990558091239722
edu.levelSecondary,0.922656043250883,0.8775699739585867,1.0513760390968252,0.29428285950061744
parity,-0.017390969960673394,0.20801512051823687,-0.08360435490144436,0.9334498942646068
urban,0.8669994100957623,0.9786918101863428,0.8858758202244338,0.3766881842405787
wealthquintile,-0.45765477273714333,0.2778324358725281,-1.6472330572198535,0.1009915575562239
"ns(age, knots = c(25, 40))1:prior_userTRUE",-232.61069496508208,23.216949618559156,-10.019003305203274,1.3668099949553182e-19
"ns(age, knots = c(25, 40))2:prior_userTRUE",3572.421484602312,305.375992312511,11.698435943014216,1.0228485111457225e-24
"ns(age, knots = c(25, 40))3:prior_userTRUE",2239.1614037378386,195.534201348217,11.45150765594316,5.969620360794973e-24
