rhs,Estimate,Std. Error,t value,Pr(>|t|)
(Intercept),-26.372545391246543,0.5010986893183444,-52.629443966659935,2.863256525330914e-20
"ns(age, knots = c(25, 40))1",0.056174250023097894,0.5568655870556055,0.10087577923447556,0.9208292492067935
"ns(age, knots = c(25, 40))2",-0.8496392852201307,1.8418020641872015,-0.461308683349251,0.6504246927967475
"ns(age, knots = c(25, 40))3",0.015271611811180964,1.0073220810975756,0.015160604634558447,0.988080557217084
prior_userTRUE,0.012826107882514167,0.8612734194593873,0.014892028004956879,0.9882916985946171
edu.levelPrimary,0.1826493217455224,0.4275536143028527,0.4271962992134709,0.6745980141018173
edu.levelSecondary,0.17080069095149011,0.37015512478064616,0.46143003167308994,0.6503393919367753
parity,0.024970480579078816,0.08442893441942646,0.29575738164632454,0.7709975400242944
urban,0.3114435250506669,0.484334092761211,0.6430344873620459,0.5287805869248041
wealthquintile,-0.07546647922789863,0.16137376154774205,-0.46765024564152613,0.6459736526788826
"ns(age, knots = c(25, 40))1:prior_userTRUE",-2.3760324584965926,10.466063820985392,-0.22702254631129187,0.8231137990596034
"ns(age, knots = c(25, 40))2:prior_userTRUE",-11.139272982504938,15.469173494026355,-0.720094902730681,0.47172581757713006
"ns(age, knots = c(25, 40))3:prior_userTRUE",-15.85518784675155,15.545061957305112,-1.0199501224439123,0.30813216630630746
