"month","probs"
0,0.148544646212398
1,0.439383321482644
2,0.5336796230343
3,0.837496791582324
4,0.967731704967374
5,0.960990707228249
6,0.973455675427448
7,0.956363750243045
8,0.764794404495821
9,0.921834663949108
10,0.977093757494463
11,0.947437773895725
12,0.637324924104968
13,0.978249765938708
14,1
15,0.968022326963367
16,1
17,0.617816862478115
18,0.963240976352472
19,0.956323819053653
20,0.893025646614094
21,1
22,0.923720715204941
23,0.956380111522914
