"region","wt","age","afb"
"addis_ababa",0.404154,23,Inf
"addis_ababa",0.404154,23,Inf
"addis_ababa",0.404154,23,Inf
"addis_ababa",0.540588,23,Inf
"addis_ababa",0.411802,23,Inf
"addis_ababa",0.411802,23,Inf
"addis_ababa",0.450923,23,Inf
"addis_ababa",0.450923,23,Inf
"addis_ababa",0.450923,23,Inf
"addis_ababa",0.427583,23,Inf
"addis_ababa",0.427583,23,Inf
"addis_ababa",0.591263,23,Inf
"addis_ababa",0.591263,23,Inf
"addis_ababa",0.591263,23,Inf
"addis_ababa",0.591263,23,14
"addis_ababa",0.487009,23,Inf
"addis_ababa",0.487009,23,Inf
"addis_ababa",0.487009,23,Inf
"addis_ababa",0.479933,23,Inf
"addis_ababa",0.479933,23,Inf
"addis_ababa",0.548271,23,Inf
"addis_ababa",0.430932,23,21
"addis_ababa",0.442586,23,Inf
"addis_ababa",0.637581,23,Inf
"addis_ababa",0.462503,24,23
"addis_ababa",0.462503,24,19
"addis_ababa",0.462503,24,Inf
"addis_ababa",0.418612,24,23
"addis_ababa",0.418612,24,Inf
"addis_ababa",0.349625,24,16
"addis_ababa",0.596064,24,Inf
"addis_ababa",0.596064,24,23
"addis_ababa",0.55862,24,22
"addis_ababa",0.463867,24,20
"addis_ababa",0.527982,24,Inf
"addis_ababa",0.527982,24,Inf
"addis_ababa",0.527982,24,Inf
"addis_ababa",0.447048,24,16
"addis_ababa",0.672066,24,Inf
"addis_ababa",0.672066,24,Inf
"addis_ababa",0.545426,24,24
"addis_ababa",0.545426,24,Inf
"addis_ababa",0.571531,24,Inf
"addis_ababa",0.571531,24,Inf
"addis_ababa",0.571531,24,Inf
"addis_ababa",0.571531,24,Inf
"addis_ababa",0.571531,24,Inf
