rhs,Estimate,Std. Error,t value,Pr(>|t|),region
(Intercept),16.648030527191228,1.0000000603016177,16.648029523288116,4.867272246985349e-15,Addis Adaba
"age_grp(20,25]",-15.977278797935538,1.2402579462250813,-12.882222481673978,1.546726695433009e-12,Addis Adaba
"age_grp(20,25]:prior_userTRUE",16.738830474467072,2.278854745703588,7.345281881622964,1.0746226775680613e-7,Addis Adaba
"age_grp(25,35]",-16.30184801061623,1.372260350676129,-11.87955915405128,8.914235597123614e-12,Addis Adaba
"age_grp(25,35]:prior_userTRUE",15.439896540915495,1.9742695547298361,7.820561535746484,3.544382379464617e-8,Addis Adaba
"age_grp(35,50]",-33.083994055129324,1.3912167803956361,-23.780617457561757,1.0993885387393453e-18,Addis Adaba
prior_userTRUE,-16.61552557869825,1.7505759764264477,-9.491462125863562,9.095541794566379e-10,Addis Adaba
(Intercept),-21.709223992019126,0.4601640959909451,-47.177135680847016,1.4205363088211052e-32,Afar
"age_grp(18,20]",0.08631935397971754,0.5955747664664844,0.14493453860015929,0.8856183309453454,Afar
"age_grp(18,20]:prior_userTRUE",-21.409543687702627,1.5235989300117088,-14.051955055874249,1.0106113819976944e-15,Afar
"age_grp(20,25]",18.794310711527537,1.1455421538869026,16.40647674793735,1.0086516808600486e-17,Afar
"age_grp(20,25]:prior_userTRUE",-18.048816508361693,2.0348989669919426,-8.869637658248003,2.292462274825512e-10,Afar
"age_grp(25,35]",0.08471257802523131,0.5050750859923536,0.16772274137971196,0.8677950791783526,Afar
"age_grp(35,50]",0.13442033629591177,0.6574045007831594,0.20447127474146917,0.8392043324359739,Afar
prior_userTRUE,21.211562989564694,1.443436175451607,14.695185939155396,2.719946810438152e-16,Afar
(Intercept),-18.56593522418091,0.5694502853891558,-32.603259144023724,1.8776312531108534e-31,Amhara
"age_grp(18,20]",-18.554986419509277,1.616411127494957,-11.479125640680895,1.5612162256487172e-14,Amhara
"age_grp(20,25]",15.846718523695873,1.1766098007926236,13.468117053776645,7.737269641700844e-17,Amhara
"age_grp(20,25]:prior_userTRUE",-16.829554627616236,1.9864866526686524,-8.472019988157161,1.2399525011703838e-10,Amhara
"age_grp(25,35]",16.883775537114513,0.7439689036967305,22.694195218671357,3.379048801211231e-25,Amhara
"age_grp(25,35]:prior_userTRUE",-17.33682368096933,1.7147968788777568,-10.110132514537442,8.082375427024512e-13,Amhara
"age_grp(35,50]",16.734798437846358,0.9533192012609126,17.554244596890516,5.929254213563874e-21,Amhara
"age_grp(35,50]:prior_userTRUE",-35.37614591545763,1.7757750507634638,-19.92152435087331,5.1024265549018544e-23,Amhara
prior_userTRUE,18.63715271243095,1.5337237869908367,12.151570491709599,2.4548986062014797e-15,Amhara
(Intercept),-19.52702136812694,0.7147921594986737,-27.318460490420602,9.422464922755085e-23,Benishangul-Gumuz
"age_grp(18,20]",20.709529791061787,1.4519280459317205,14.263468392314318,6.632186887544771e-15,Benishangul-Gumuz
