rhs,Estimate,Std. Error,t value,Pr(>|t|),region
"age_grp(18,20]:prior_userTRUE",-1.9013260548772244,2.0279678388144915,-0.9375523706474067,0.3559615958355665,Benishangul-Gumuz
"age_grp(20,25]",17.943352813188934,0.9804655366877867,18.30085009801084,7.96187400424731e-18,Benishangul-Gumuz
"age_grp(20,25]:prior_userTRUE",2.227291142469886,1.6644998130085245,1.3381143843111258,0.19091396158577495,Benishangul-Gumuz
"age_grp(25,35]",-0.033971154908284895,0.7549137914419893,-0.04500004542690273,0.9644054812096653,Benishangul-Gumuz
"age_grp(25,35]:prior_userTRUE",18.947798271061405,1.409396931909923,13.44390486602279,3.1012699230778606e-14,Benishangul-Gumuz
"age_grp(35,50]",-0.013480082729971539,0.7853063576419237,-0.01716538087180246,0.9864183349298348,Benishangul-Gumuz
"age_grp(35,50]:prior_userTRUE",0.07968938061579348,1.378751069817549,0.057798236650752934,0.9542926122477813,Benishangul-Gumuz
prior_userTRUE,-0.04458088180484416,1.251592314324837,-0.035619331706181825,0.971821849059168,Benishangul-Gumuz
(Intercept),-1.8653248915150993,1.0799473609419328,-1.7272368626264878,0.0902986263327652,Central
"age_grp(18,20]",0.7248066499252445,1.5192694811761924,0.4770757649683791,0.6353868673836816,Central
"age_grp(18,20]:prior_userTRUE",15.408476365914451,1.8885770426454376,8.15877563794322,9.459370102406848e-11,Central
"age_grp(20,25]",-0.3121633063466791,1.1982126223837624,-0.2605241344609202,0.7955294665523679,Central
"age_grp(20,25]:prior_userTRUE",0.20322106773096155,1.9408636479834678,0.10470651451589895,0.9170275984251556,Central
"age_grp(25,35]",-0.323474258803529,1.275594527886326,-0.25358705429657913,0.8008544559707409,Central
"age_grp(25,35]:prior_userTRUE",0.5445900576402584,1.65085167642208,0.3298843048217136,0.742865526838626,Central
"age_grp(35,50]",0.0408968815380955,1.3893550054762809,0.02943587591140952,0.9766341421779213,Central
prior_userTRUE,1.2612592358629977,1.383064225613257,0.9119310676290174,0.3661810192620064,Central
(Intercept),-19.59075316230125,0.44817982220189895,-43.71181430268827,1.0003020210865493e-19,Dire Dawa
"age_grp(18,20]",0.0037195573183775284,0.5833414024032765,0.006376295773030213,0.9949826241748921,Dire Dawa
"age_grp(20,25]",18.792467350546453,0.7915865637814422,23.740255596019782,4.900556707725669e-15,Dire Dawa
"age_grp(20,25]:prior_userTRUE",-20.794409460535356,1.8248885942469624,-11.394892557326843,1.1553973901986254e-9,Dire Dawa
"age_grp(25,35]",17.34658179486511,0.8507155484219322,20.390578057545586,6.896175557426065e-14,Dire Dawa
"age_grp(25,35]:prior_userTRUE",-17.24133084037986,1.8251366436094147,-9.44659727300372,2.1290990688833148e-8,Dire Dawa
"age_grp(35,50]",18.216398693568678,1.291097656119079,14.109233803681047,3.574157006496569e-11,Dire Dawa
prior_userTRUE,20.824976329230662,1.561025243230976,13.340576278015583,9.010545705576586e-11,Dire Dawa
(Intercept),-21.617566225672928,0.39373836224817105,-54.90337822873225,3.606635330084141e-24,Gambela
"age_grp(18,20]",0.18962972973376718,0.6548591957554921,0.2895732868422148,0.7749824141412577,Gambela
"age_grp(18,20]:prior_userTRUE",20.031601514075255,1.9523907951853736,10.260036855056631,1.2336019971725711e-9,Gambela
"age_grp(20,25]",0.0402785162785738,0.4894978061796861,0.08228538671690852,0.9351990438711288,Gambela
"age_grp(20,25]:prior_userTRUE",43.24842116135414,1.2055275498205682,35.87509979991023,2.4986818776072243e-20,Gambela
"age_grp(25,35]",0.0022147611341048934,0.43915758089479084,0.005043203693745377,0.9960237249447932,Gambela
"age_grp(25,35]:prior_userTRUE",21.593832334489004,1.4755362907479208,14.63456539150488,1.7295077679128085e-12,Gambela
"age_grp(35,50]",0.06799226832208127,0.8476551535047108,0.08021218067389879,0.9368280125366832,Gambela
prior_userTRUE,0.15361686253957543,1.1144444423410367,0.13784165159178602,0.8916787091105892,Gambela
(Intercept),-17.613654711931652,0.6915421172929876,-25.470111322907645,1.0228208121745709e-16,Harari
"age_grp(18,20]",15.423899268827515,1.1825284083531007,13.043153263698988,3.0745030570355124e-11,Harari
"age_grp(18,20]:prior_userTRUE",-33.04916910361022,2.1335931238804133,-15.489911705144118,1.3285112080232566e-12,Harari
"age_grp(20,25]",14.807489989560427,1.3017369991682521,11.37517793457642,3.4765821430430784e-10,Harari
"age_grp(20,25]:prior_userTRUE",-32.74814224225276,2.1757087720153367,-15.051712188446293,2.258501139780132e-12,Harari
"age_grp(25,35]",14.436058526550715,1.2008267557835852,12.021766218167446,1.316699660014914e-10,Harari
"age_grp(25,35]:prior_userTRUE",-31.614734563208337,1.839334271944207,-17.18813977722007,1.9060570416793193e-13,Harari
"age_grp(35,50]",15.845979370624582,1.25353381746847,12.641046575532975,5.3909357667706e-11,Harari
prior_userTRUE,35.29324801201234,1.2158250463755538,29.0282291167003,7.991690758873946e-18,Harari
(Intercept),-18.609887427286225,0.2201054836120314,-84.54985819475955,6.90353842783782e-54,Oromia
"age_grp(18,20]",17.025958898894075,0.6198252025495106,27.468968394414507,5.181234362996715e-31,Oromia
"age_grp(18,20]:prior_userTRUE",-17.0075336814474,1.0260827522998643,-16.575206671515208,1.6979404450112624e-21,Oromia
"age_grp(20,25]",16.425170432026874,0.5153573472172251,31.871419939422346,5.942203830036274e-34,Oromia
"age_grp(20,25]:prior_userTRUE",1.2487157621628577,1.3983402566889012,0.892998507473184,0.376313361116013,Oromia
"age_grp(25,35]",15.591959847913794,0.6264974028170386,24.887509154554703,4.358141339035467e-29,Oromia
"age_grp(25,35]:prior_userTRUE",-0.10131800603537401,1.6463380787422555,-0.06154143389113457,0.9511835587747753,Oromia
"age_grp(35,50]",16.95521098265849,0.8707941059773239,19.47097582112024,1.9974225540937754e-24,Oromia
"age_grp(35,50]:prior_userTRUE",-16.83492136339373,1.4665107148661904,-11.479576107242972,2.2874453483406265e-15,Oromia
prior_userTRUE,-0.01607707452060109,1.0475072457529155,-0.015347936337228283,0.9878182170139992,Oromia
(Intercept),-1.8653248915150993,1.0799473609419328,-1.7272368626264878,0.0902986263327652,Sidama
"age_grp(18,20]",0.7248066499252445,1.5192694811761924,0.4770757649683791,0.6353868673836816,Sidama
"age_grp(18,20]:prior_userTRUE",15.408476365914451,1.8885770426454376,8.15877563794322,9.459370102406848e-11,Sidama
"age_grp(20,25]",-0.3121633063466791,1.1982126223837624,-0.2605241344609202,0.7955294665523679,Sidama
"age_grp(20,25]:prior_userTRUE",0.20322106773096155,1.9408636479834678,0.10470651451589895,0.9170275984251556,Sidama
"age_grp(25,35]",-0.323474258803529,1.275594527886326,-0.25358705429657913,0.8008544559707409,Sidama
"age_grp(25,35]:prior_userTRUE",0.5445900576402584,1.65085167642208,0.3298843048217136,0.742865526838626,Sidama
"age_grp(35,50]",0.0408968815380955,1.3893550054762809,0.02943587591140952,0.9766341421779213,Sidama
prior_userTRUE,1.2612592358629977,1.383064225613257,0.9119310676290174,0.3661810192620064,Sidama
(Intercept),-22.510285606637268,0.36151127757432305,-62.267173952849596,4.7329345293187855e-49,Somali
"age_grp(18,20]",-0.016542262097122108,0.4639911185375459,-0.03565210935343263,0.9717017141549587,Somali
"age_grp(20,25]",18.701043950027497,0.8529240441656047,21.925802277414142,2.6490678269145585e-27,Somali
"age_grp(25,35]",-0.1145573808051695,0.42444039224466906,-0.2699021650586281,0.7883463874891293,Somali
"age_grp(35,50]",-0.0915311207942119,0.4379022284100767,-0.20902182006823888,0.8352804594978165,Somali
prior_userTRUE,45.36778168280283,1.094665467750192,41.44442573496434,2.2165307335039933e-40,Somali
(Intercept),-1.8653248915150993,1.0799473609419328,-1.7272368626264878,0.0902986263327652,South
"age_grp(18,20]",0.7248066499252445,1.5192694811761924,0.4770757649683791,0.6353868673836816,South
"age_grp(18,20]:prior_userTRUE",15.408476365914451,1.8885770426454376,8.15877563794322,9.459370102406848e-11,South
"age_grp(20,25]",-0.3121633063466791,1.1982126223837624,-0.2605241344609202,0.7955294665523679,South
"age_grp(20,25]:prior_userTRUE",0.20322106773096155,1.9408636479834678,0.10470651451589895,0.9170275984251556,South
"age_grp(25,35]",-0.323474258803529,1.275594527886326,-0.25358705429657913,0.8008544559707409,South
"age_grp(25,35]:prior_userTRUE",0.5445900576402584,1.65085167642208,0.3298843048217136,0.742865526838626,South
"age_grp(35,50]",0.0408968815380955,1.3893550054762809,0.02943587591140952,0.9766341421779213,South
prior_userTRUE,1.2612592358629977,1.383064225613257,0.9119310676290174,0.3661810192620064,South
(Intercept),-1.8653248915150993,1.0799473609419328,-1.7272368626264878,0.0902986263327652,South West
"age_grp(18,20]",0.7248066499252445,1.5192694811761924,0.4770757649683791,0.6353868673836816,South West
"age_grp(18,20]:prior_userTRUE",15.408476365914451,1.8885770426454376,8.15877563794322,9.459370102406848e-11,South West
"age_grp(20,25]",-0.3121633063466791,1.1982126223837624,-0.2605241344609202,0.7955294665523679,South West
"age_grp(20,25]:prior_userTRUE",0.20322106773096155,1.9408636479834678,0.10470651451589895,0.9170275984251556,South West
"age_grp(25,35]",-0.323474258803529,1.275594527886326,-0.25358705429657913,0.8008544559707409,South West
"age_grp(25,35]:prior_userTRUE",0.5445900576402584,1.65085167642208,0.3298843048217136,0.742865526838626,South West
"age_grp(35,50]",0.0408968815380955,1.3893550054762809,0.02943587591140952,0.9766341421779213,South West
prior_userTRUE,1.2612592358629977,1.383064225613257,0.9119310676290174,0.3661810192620064,South West
(Intercept),-0.8362345788158813,0.8435495393505462,-0.9913283569091902,0.3270711196627808,Tigray
"age_grp(18,20]",-1.6319167520225817,1.28919346380534,-1.2658431785758657,0.21238481827661324,Tigray
"age_grp(18,20]:prior_userTRUE",-17.08478912350689,2.0208677185465573,-8.454184787411302,1.0883418293568877e-10,Tigray
"age_grp(20,25]",-2.1278234821632664,1.3707855132949711,-1.5522658078349512,0.12792850753273263,Tigray
"age_grp(20,25]:prior_userTRUE",0.957895627257128,2.2071776088930637,0.4339911855745621,0.6664646753803298,Tigray
"age_grp(25,35]",-1.1206091462971148,1.0652806428922639,-1.0519379599864245,0.29870383232500647,Tigray
"age_grp(25,35]:prior_userTRUE",-1.6772407756441334,1.867322772365403,-0.8982061379348542,0.3740777308949742,Tigray
"age_grp(35,50]",-17.668783577873665,0.9172537431054827,-19.262699891584724,9.08406209582889e-23,Tigray
"age_grp(35,50]:prior_userTRUE",16.786690554578136,2.096788978575093,8.005903658452938,4.6502128447315626e-10,Tigray
prior_userTRUE,0.9700468574646376,1.5996396106660422,0.606415877049168,0.5474269933717929,Tigray
