rhs,Estimate,Std. Error,t value,Pr(>|t|)
(Intercept),-22.541897092177184,0.5799467319003488,-38.86890959504625,7.221115859545545e-28
"age_grp(18,20]",0.021891230531064124,0.7267042599906672,0.030123988170022927,0.9761612782823088
"age_grp(20,25]",-0.03022216717232918,0.5416143810974728,-0.055800156397416964,0.955859106271052
"age_grp(25,35]",-0.08072333783170682,0.6350966574688007,-0.12710401933688711,0.8996789622096768
"age_grp(35,50]",20.421292247414502,1.215141182005579,16.805695132239162,3.9795726453161074e-17
prior_userTRUE,-20.492881990229428,1.493012264551398,-13.725863127043286,1.0248352663252304e-14
"age_grp(18,20]:prior_userTRUE",3.547908779265483,1.513074444543448,2.3448342492731884,0.019334560846589077
"age_grp(20,25]:prior_userTRUE",20.568992714647322,1.8167061303607484,11.32213535854744,1.5241863288023305e-12
"age_grp(25,35]:prior_userTRUE",1.805363451819648,1.0059026019375443,1.794769641058888,0.07315349166226189
"age_grp(35,50]:prior_userTRUE",-0.00897473782080264,1.3516329239896538,-0.0066399224682332,0.9947041783615418
