rhs,Estimate,Std. Error,t value,Pr(>|t|)
(Intercept),-6.965125543380595,2.79906906606683,-2.4883721619516113,0.01789309792665221
"ns(age, knots = c(25, 40))1",-6.3229039815602714,8.884464478246205,-0.7116809344043226,0.48151722694411303
"ns(age, knots = c(25, 40))2",-2.849528459989624,4.466888960317167,-0.6379223852001228,0.527797533933337
"ns(age, knots = c(25, 40))3",3.2550269331565964,2.9857832900522,1.0901752126490363,0.28330227814732106
prior_userTRUE,-75.3176526730097,49.26012567696786,-1.5289780859861943,0.13552119148979852
edu.levelPrimary,0.9775442637808079,1.6829178829697653,0.5808627228179322,0.5651637425015437
edu.levelSecondary,-2.697729917594972,1.4570924170712116,-1.8514473659930708,0.07280691443004464
parity,0.11649779163495799,0.42736902648599856,0.27259296864082566,0.7868148928948775
urban,0.8787576485733931,1.4975528442821,0.5867957527700158,0.5612172644466495
wealthquintile,1.7382222008657613,0.7213756583286967,2.4095936434740857,0.021531449569168047
"ns(age, knots = c(25, 40))1:prior_userTRUE",45.40115802473933,26.81776384525391,1.692950921885839,0.09960992740462632
"ns(age, knots = c(25, 40))2:prior_userTRUE",151.2660363512994,108.22740885583987,1.3976684644902426,0.1712661974080703
"ns(age, knots = c(25, 40))3:prior_userTRUE",7.296732381857358,17.690523243092564,0.4124656055442813,0.6825875181173185
