"Estimate","Std. Error","t value","Pr(>|t|)","rhs"
-20.611290729161,0.30890497359398,-66.723725712012,5.5826326791693e-81,"(Intercept)"
0.0185206352845055,0.413673698637341,0.0447711211650951,0.964384716555429,"age_grp(18,20]"
-0.0331342209073939,0.369592288141147,-0.0896507366916162,0.92875550769467,"age_grp(20,25]"
-0.0488803831015947,0.37195986946599,-0.131413055854038,0.895729417537724,"age_grp(25,35]"
0.0206633610786669,0.39810842541699,0.0519038527180718,0.958715445294619,"age_grp(35,50]"
41.0306330920679,1.04662423689157,39.2028310121377,4.7889092897841e-60,"fp_ever_user"
-21.8771743110964,1.62165866103231,-13.4906160197547,1.03958364260852e-23,"age_grp(18,20]:fp_ever_user"
-22.1052172484845,1.29140191603721,-17.1172250667836,1.22413387333109e-30,"age_grp(20,25]:fp_ever_user"
-20.97014616329,1.17093623208859,-17.9088711994893,4.68668691234946e-32,"age_grp(25,35]:fp_ever_user"
-20.5968794615489,1.34972982875354,-15.260001685352,3.52835730944882e-27,"age_grp(35,50]:fp_ever_user"
