"Estimate","Std. Error","t value","Pr(>|t|)","rhs"
-2.74040837894549,1.13884017375592,-2.40631516352954,0.0172836472412172,"(Intercept)"
0.467380309177107,0.830540947345188,0.562742042606184,0.574418379541586,"ns(age, knots = c(25, 40))1"
-0.968895033859487,2.3741583135624,-0.408100432193029,0.683759517007363,"ns(age, knots = c(25, 40))2"
0.00947654460857631,1.9584166282698,0.0048388807936892,0.996145329153771,"ns(age, knots = c(25, 40))3"
-3.32417646622894,2.43454059724262,-1.36542248258005,0.174085966261244,"prior_userTRUE"
0.430250020918803,0.499713878420661,0.860992739042195,0.390563442237988,"edu.levelPrimary"
0.738646587144103,0.360911617822503,2.04661349390911,0.0423744848694456,"edu.levelSecondary"
0.0247594477043845,0.117317388620922,0.211046699857833,0.833126269629392,"parity"
-0.334949215077744,0.318757333312439,-1.05079689178298,0.294976941368367,"urban"
0.272453482987221,0.164174775496922,1.65953315399739,0.0990173911171741,"wealthquintile"
1.66240701177012,1.52962777769713,1.0868049312447,0.278799429349257,"ns(age, knots = c(25, 40))1:prior_userTRUE"
9.74912444563782,5.70221879435091,1.70970718543738,0.0893083237519392,"ns(age, knots = c(25, 40))2:prior_userTRUE"
-0.124584663252561,2.34866947075474,-0.0530447833566489,0.957764092523256,"ns(age, knots = c(25, 40))3:prior_userTRUE"
