,year,probs
0,1990.0,364.0
1,2000.0,354.0
2,2001.0,350.0
3,2002.0,346.0
4,2003.0,341.0
5,2004.0,338.0
6,2005.0,335.0
7,2006.0,331.0
8,2007.0,329.0
9,2008.0,323.0
10,2009.0,317.0
11,2010.0,306.0
12,2011.0,293.0
13,2012.0,280.0
14,2013.0,268.338
15,2014.0,258.0
16,2015.0,248.0
17,2016.0,239.00000000000003
18,2017.0,230.0
19,2018.0,222.00000000000003
20,2019.0,214.0
